term,name,definition,category,provenance,provenance_uri,note
isobutane,Isobutane,Isobutane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
isobutyricAcid,Isobutyric acid,Isobutyric acid (C4H8O2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
isopentane,Isopentane,Isopentane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
isophorone,Isophorone,Isophorone (C9H14O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
isopropylAlcohol,Isopropyl alcohol,Isopropyl alcohol (C3H8O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
isopropylbenzene,Isopropylbenzene,Isopropylbenzene (C9H12),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ivaFrutescenscoverage,Iva frutescens coverage,Areal coverage of the plant Iva frutescens,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
lacticAcid,Lactic Acid,Lactic Acid (C3H6O3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
landClassification,Land classification,Geographical land classification- genetically homogeneous territorial unit within natural boundaries with a certain structure and a certain character of interrelationships of considered components,,,https://is.mendelu.cz/eknihovna/opory/zobraz_cast.pl?cast=59061,Added to support Critical Zone Observatory (CZO) data use cases. 
lanthanum,Lanthanum,"lanthanum is a chemical element with symbol La and atomic number 57. It is a soft, ductile, silvery-white metal that tarnishes rapidly when exposed to air and is soft enough to be cut with a knife.",,Wikipedia,https://en.wikipedia.org/wiki/Lanthanum,Added to support Critical Zone Observatory (CZO) data use cases. 
lanthanumDissolved,"Lanthanum, dissolved","Dissolved Lanthanum (La). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,,,Added to support Critical Zone Observatory (CZO) data use cases.
latentHeatFlux,Latent heat flux,Latent Heat Flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
latitude,Latitude,Latitude as a variable measurement or observation (Spatial reference to be designated in methods).  This is distinct from the latitude of a site which is a site attribute.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
lead,Lead,"Lead is a chemical element with symbol Pb (from the Latin plumbum) and atomic number 82. It is a heavy metal that is denser than most common materials. Lead is soft and malleable, and has a relatively low melting point. When freshly cut, lead is silvery with a hint of blue; it tarnishes to a dull gray color when exposed to air. Lead has the highest atomic number of any stable element and three of its isotopes each conclude a major decay chain of heavier elements.",,Wikipedia,https://en.wikipedia.org/wiki/Lead,Added to support Critical Zone Observatory (CZO) data use cases. 
lead_208,Lead-208,"Stable isotope of lead. The term stable isotope has a meaning similar to stable nuclide, but is preferably used when speaking of nuclides of a specific element. Hence, the plural form stable isotopes usually refers to isotopes of the same element. The relative abundance of such stable isotopes can be measured experimentally (isotope analysis), yielding an isotope ratio that can be used as a research tool.",,Wikipedia,https://en.wikipedia.org/wiki/Isotopes_of_lead https://en.wikipedia.org/wiki/Stable_isotope_ratio,Added to support Critical Zone Observatory (CZO) data use cases. 
leadDissolved,"Lead, dissolved","Dissolved Lead (Pb). For chemical terms, dissolved indicates a filtered sample",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
leadDistributionCoefficient,"Lead, distribution coefficient",Ratio of concentrations of lead in two phases in equilibrium with each other. Phases must be specified.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
leadParticulate,"Lead, particulate",Particulate lead (Pb) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
leadTotal,"Lead, total","Total Lead (Pb). For chemical terms, total indicates an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
leafAreaIndex,Leaf area index (LAI),"Leaf area index (LAI) is a dimensionless quantity that characterizes plant canopies. It is defined as the one-sided green leaf area per unit ground surface area (LAI = leaf area / ground area, m2 / m2) in broadleaf canopies.",,Wikipedia,https://en.wikipedia.org/wiki/Leaf_area_index,Added to support Critical Zone Observatory (CZO) data use cases. 
leafWetness,Leaf wetness,The effect of moisture settling on the surface of a leaf as a result of either condensation or rainfall.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
length,Length,Length is a measure of distance.,,Wikipedia,https://en.wikipedia.org/wiki/Length,Added to support Critical Zone Observatory (CZO) data use cases. 
lightAttenuationCoefficient,Light attenuation coefficient,Light attenuation coefficient,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
limoniumNashiiCoverage,Limonium nashii Coverage,Areal coverage of the plant Limonium nashii,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
lithiumDissolved,"Lithium, dissolved","Dissolved Lithium (Li). For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
lithiumTotal,"Lithium, total","Total Lithium (Li). For chemical terms, total indicates an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
litterPlant,"Litter, plant","Litterfall, plant litter, leaf litter, tree litter, soil litter, or duff, is dead plant material (such as leaves, bark, needles, twigs, and cladodes) that have fallen to the ground.",,Wikipedia,https://en.wikipedia.org/wiki/Plant_litter,Added to support Critical Zone Observatory (CZO) data use cases. 
liverMass,"Liver, mass",Mass of the sample of liver tissue used for analyses,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
loadSuspended,"Load, suspended","The suspended load of a flow of fluid, such as a river, is the portion of its sediment uplifted by the fluid's flow in the process of sediment transportation. It is kept suspended by the fluid's turbulence. The suspended load generally consists of smaller particles, like clay, silt, and fine sands.",,Wikipedia,https://en.wikipedia.org/wiki/Suspended_load,Added to support Critical Zone Observatory (CZO) data use cases. 
loggerStopped,Logger stopped,A categorical variable indicating that a logger was told to stop recording data. This is used for quality control.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
longitude,Longitude,Longitude as a variable measurement or observation (Spatial reference to be designated in methods). This is distinct from the longitude of a site which is a site attribute.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
lossOnIgnition,Loss on ignition,"Loss on ignition is a test used in inorganic analytical chemistry, particularly in the analysis of minerals. It consists of strongly heating (""igniting"") a sample of the material at a specified temperature, allowing volatile substances to escape, until its mass ceases to change.",,Wikipedia,https://en.wikipedia.org/wiki/Loss_on_ignition,Added to support Critical Zone Observatory (CZO) data use cases. 
lowBatteryCount,Low battery count,A counter of the number of times the battery voltage dropped below a minimum threshold,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
LSI,LSI,Langelier Saturation Index is an indicator of the degree of saturation of water with respect to calcium carbonate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
luminousFlux,Luminous Flux,A measure of the total amount of visible light present,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
lutetium,Lutetium,"Lutetium is a chemical element with symbol Lu and atomic number 71. It is a silvery white metal, which resists corrosion in dry air, but not in moist air. Lutetium is the last element in the lanthanide series, and it is traditionally counted among the rare earths.",,Wikipedia,https://en.wikipedia.org/wiki/Lutetium,Added to support Critical Zone Observatory (CZO) data use cases. 
lutetiumDissolved,"Lutetium, dissolved","Dissolved Lutetium (Lu). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Lutetium,Added to support Critical Zone Observatory (CZO) data use cases. 
lyciumCarolinianumCoverage,Lycium carolinianum Coverage,Areal coverage of the plant Lycium carolinianum,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
magnesium,Magnesium,"Magnesium is a chemical element with symbol Mg and atomic number 12. It is a shiny gray solid which bears a close physical resemblance to the other five elements in the second column (Group 2, or alkaline earth metals) of the periodic table: they each have the same electron configuration in their outer electron shell producing a similar crystal structure.",,Wikipedia,https://en.wikipedia.org/wiki/Magnesium,
magnesiumDissolved,"Magnesium, dissolved",Dissolved Magnesium (Mg),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
magnesiumTotal,"Magnesium, total",Total Magnesium (Mg),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
malathion,Malathion,"Butanedioic acid, [(dimethoxyphosphinothioyl)thio]-, diethyl ester (C10H19O6PS2)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
manganese,Manganese,"Manganese is a chemical element with symbol Mn and atomic number 25. It is not found as a free element in nature; it is often found in combination with iron, and in many minerals. Manganese is a metal with important industrial metal alloy uses, particularly in stainless steels.",,Wikipedia,https://en.wikipedia.org/wiki/Manganese,
manganeseDissolved,"Manganese, dissolved",Dissolved Manganese (Mn),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
manganeseParticulate,"Manganese, particulate",Particulate manganese (Mn) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
manganeseTotal,"Manganese, total","Total manganese (Mn). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
mass,Mass,Mass is a property of a physical body. It is generally a measure of an object's resistance to changing its state of motion when a force is applied.,Physical Property,wikipedia,https://en.wikipedia.org/wiki/Mass,
melanovanadite,Melanovanadite,melanovanadite a mineral Ca2V10O25 that is a complex oxide of calcium and vanadium,,,https://www.merriam-webster.com/dictionary/melanovanadite,Added to support Critical Zone Observatory (CZO) data use cases. 
mercuryDissolved,"Mercury, dissolved","Dissolved Mercury (Hg). For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
mercuryTotal,"Mercury, total","Total Mercury (Hg). For chemical terms, total represents an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methane,Methane,Methane (CH4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methaneDissolved,"Methane, dissolved",Dissolved Methane (CH4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methanol,Methanol,Methanol (CH3OH),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methoxychlor,Methoxychlor,Methoxychlor (C16H15Cl3O2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methylchrysene,Methylchrysene,Methylchrysene (C19H14),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methyleneBlueActiveSubstances,Methylene blue active substances,Methylene Blue Active Substances (MBAS),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methyleneChloride_Dichloromethane,Methylene chloride (Dichloromethane),Methylene chloride (Dichloromethane) (CH2Cl2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methylfluoranthene,Methylfluoranthene,Methylfluoranthene (C17H12),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methylfluorene,Methylfluorene,Methylfluorene (C14H12),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methylmercury,Methylmercury,Methylmercury (CH3Hg),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methylpyrene,Methylpyrene,Methylpyrene (C17H12),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
methylTert_ButylEther_MTBE,Methyl tert-butyl ether (MTBE),Methyl tert-butyl ether (MTBE) (C5H12O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
mevinphos,Mevinphos,Mevinphos (C7H13O6P),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
mica,Mica,"The mica group of sheet silicate minerals includes several closely related materials having nearly perfect basal cleavage. All are monoclinic, with a tendency towards pseudohexagonal crystals, and are similar in chemical composition.",,Wikipedia,https://en.wikipedia.org/wiki/Mica,Added to support Critical Zone Observatory (CZO) data use cases. 
michaelisConstant,Michaelis constant,"The Michaelis constant is the substrate concentration at which the reaction rate is half of Vmax. Vmax represents the maximum rate achieved by the system, at saturating substrate concentration",,Wikipedia,https://en.wikipedia.org/wiki/Michaelis%E2%80%93Menten_kinetics,Added to support Critical Zone Observatory (CZO) data use cases. 
microsomalProtein,Microsomal protein,The total protein concentration within the microsomal fraction of cells. Microsomes refer to vesicle-like artifacts reformed from pieces of endoplasmic reticulum when eukaryotic cells are broken up in a laboratory.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
molbydenumDissolved,"Molbydenum, dissolved","Dissolved Molbydenum (Mo). For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
molybdenumDissolved,"Molybdenum, dissolved","Dissolved Molybdenum (Mo). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Molybdenum,Added to support Critical Zone Observatory (CZO) data use cases. 
molybdenumTotal,"Molybdenum, total","total Molybdenum (Mo). For chemical terms, total represents an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
momentumFlux,Momentum flux,Momentum flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
monanthochloeLittoralisCoverage,Monanthochloe littoralis Coverage,Areal coverage of the plant Monanthochloe littoralis,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nacrite,Nacrite,"Nacrite Al2Si2O5(OH)4 is a clay mineral that is polymorphous (or polytypic) with kaolinite. It crystallizes in the monoclinic system. X-ray diffraction analysis is required for positive identification. Nacrite was first described in 1807 for an occurrence in Saxony, Germany. The name is from nacre in reference to the mother of pearl luster of nacrite masses.",,Wikipedia,https://en.wikipedia.org/wiki/Nacrite,Added to support Critical Zone Observatory (CZO) data use cases. 
NAlbuminoid,"N, albuminoid",Albuminoid Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C15,"n-alkane, C15","C15 alkane, normal (i.e. straight-chain) isomer, common name: n-Pentadecane, formula : C15H32",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C16,"n-alkane, C16","C16 alkane, normal (i.e. straight-chain) isomer, common name: n-Hexadecane, formula: C16H34. Synonym: cetane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C17,"n-alkane, C17","C17 alkane, normal (i.e. straight-chain) isomer, common name: n-Heptadecane, formula : C17H36",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C18,"n-alkane, C18","C18 alkane, normal (i.e. straight-chain) isomer, common name: n-Octadecane, formula : C18H38",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C19,"n-alkane, C19","C19 alkane, normal (i.e. straight-chain) isomer, common name: n-Nonadecane, formula : C19H40",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C20,"n-alkane, C20","C20 alkane, normal (i.e. straight-chain) isomer, common name: n-Icosane, formula : C20H42. Synonyms: didecyl, eicosane.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C21,"n-alkane, C21","C21 alkane, normal (i.e. straight-chain) isomer, common name: n-Henicosane, formula : C21H44.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C22,"n-alkane, C22","C22 alkane, normal (i.e. straight-chain) isomer, common name: n-Docosane, formula : C22H46",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C23,"n-alkane, C23","C23 alkane, normal (i.e. straight-chain) isomer, common name: n-Tricosane, formula : C23H48",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C24,"n-alkane, C24","C24 alkane, normal (i.e. straight-chain) isomer, common name: n-Tetracosane, formula : C24H50",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C25,"n-alkane, C25","C25 alkane, normal (i.e. straight-chain) isomer, common name: n-Pentacosane, formula : C25H52",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C26,"n-alkane, C26","C26 alkane, normal (i.e. straight-chain) isomer, common name: n-Hexacosane, formula : C26H54, synonyms: cerane, hexeikosane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C27,"n-alkane, C27","C27 alkane, normal (i.e. straight-chain) isomer, common name: n-Heptacosane, formula : C27H56",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C28,"n-alkane, C28","C28 alkane, normal (i.e. straight-chain) isomer, common name: n-Octacosane, formula : C28H58",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C29,"n-alkane, C29","C29 alkane, normal (i.e. straight-chain) isomer, common name: n-Nonacosane, formula : C29H60",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C30,"n-alkane, C30","C30 alkane, normal (i.e. straight-chain) isomer, common name: n-Triacontane, formula : C30H62",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C31,"n-alkane, C31","C31 alkane,normal (i.e. straight-chain) isomer, common name: n-Hentriacontane, formula : C31H64, Synonym: untriacontane",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C32,"n-alkane, C32","C32 alkane, normal (i.e. straight-chain) isomer, common name: n-Dotriacontane, formula : C32H66, Synonym: dicetyl",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_Alkane_C33,"n-alkane, C33","C33 alkane, (i.e. straight-chain) isomer, common name: n-Tritriacontane, formula : C33H68",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_AlkaneLongChain,"n-alkane, long-chain","long-chain alkanes, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_AlkaneShortChain,"n-alkane, short-chain","short-chain alkanes, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
n_AlkaneTotal,"n-alkane, total","Total alkane, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
naphthalene,Naphthalene,Naphthalene (C10H8),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
NDVI,NDVI,Normalized difference vegetation index,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
neodymium,Neodymium,Neodymium is a chemical element with symbol Nd and atomic number 60. It is a soft silvery metal that tarnishes in air. Neodymium was discovered in 1885 by the Austrian chemist Carl Auer von Welsbach.,,Wikipedia,https://en.wikipedia.org/wiki/Neodymium,Added to support Critical Zone Observatory (CZO) data use cases. 
neodymiumDissolved,"Neodymium, dissolved","Dissolved Neodymium (Nd). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Neodymium,Added to support Critical Zone Observatory (CZO) data use cases. 
netHeatFlux,Net heat flux,Outgoing rate of heat energy transfer minus the incoming rate of heat energy transfer through a given area,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
neutronCount,Neutron Count,Neutron counts of the naturally occurring cosmic rays.,,Wikipedia,https://en.wikipedia.org/wiki/Cosmic_ray,Added to support Critical Zone Observatory (CZO) data use cases. 
nickel,Nickel,"Nickel is a chemical element with symbol Ni and atomic number 28. It is a silvery-white lustrous metal with a slight golden tinge. Nickel belongs to the transition metals and is hard and ductile. Pure nickel, powdered to maximize the reactive surface area, shows a significant chemical activity, but larger pieces are slow to react with air under standard conditions because an oxide layer forms on the surface and prevents further corrosion (passivation). Even so, pure native nickel is found in Earth's crust only in tiny amounts, usually in ultramafic rocks, and in the interiors of larger nickel–iron meteorites that were not exposed to oxygen when outside Earth's atmosphere. ",,Wikipedia,https://en.wikipedia.org/wiki/Nickel,Added to support Critical Zone Observatory (CZO) data use cases. 
nickelDissolved,"Nickel, dissolved",Dissolved Nickel (Ni),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nickelDistributionCoefficient,"Nickel, distribution coefficient",Ratio of concentrations of nickel in two phases in equilibrium with each other. Phases must be specified.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nickelParticulate,"Nickel, particulate",Particulate nickel (Ni) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nickelTotal,"Nickel, total","Total Nickel (Ni). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
niobiumDissolved,"Niobium, dissolved","Niobium, formerly known as columbium, is a chemical element with symbol Nb (formerly Cb) and atomic number 41. It is a soft, grey, crystalline, ductile transition metal, often found in the minerals pyrochlore and columbite, hence the former name ""columbium"". Its name comes from Greek mythology, specifically Niobe, who was the daughter of Tantalus, the namesake of tantalum",,Wikipedia,https://en.wikipedia.org/wiki/Niobium,Added to support Critical Zone Observatory (CZO) data use cases. 
niobiumTotal,"Niobium, total","Niobium, formerly known as columbium, is a chemical element with symbol Nb (formerly Cb) and atomic number 41. It is a soft, grey, crystalline, ductile transition metal, often found in the minerals pyrochlore and columbite, hence the former name ""columbium"". Its name comes from Greek mythology, specifically Niobe, who was the daughter of Tantalus, the namesake of tantalum",,Wikipedia,https://en.wikipedia.org/wiki/Niobium,Added to support Critical Zone Observatory (CZO) data use cases. 
nitrobenzene,Nitrobenzene,Nitrobenzene (C6H5NO2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
